text,sentiment
"Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the Warsaw Stock Exchange .",0
"While I cant understand what theyre saying , its impressive to watch him hit that ball at those speeds .",0
"The GeoSolutions technology will leverage Benefon 's GPS solutions by providing Location Based Search Technology , a Communities Platform , location relevant multimedia content and a new and powerful commercial model .",1
It has several innovative small molecule and biological drug candidates at different stages of clinical development .,0
"Under the agreement , Pfizer has been funding Biotie 's research activities on the PDE10 phosphodiesterase 10 inhibitor program since its start in late 2006 and has the sole authority to develop discovered compounds .",0
"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` Mobility Business Suite represents a significant milestone in the company 's offering to the telecommunications industry .",1
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,1
"Pioneer Library System was one of 127 libraries , municipalities , arts , culture and higher education and science organizations to have been awarded grants to participate in The Big Read , the largest federal reading program in U.S. history .",1
"The plant is scheduled for completion in late February 2007 with hand over of some areas in January Two other suppliers of Nokia - Aspocomp Group Oyj and Perlos - have announced their plans to establish plants within the Nokia complex Together , they will invest Rs 365 crore .",0
"The orders consist in total of over 1,600 panels of lift-away weatherdeck hatch covers and they will be delivered for container vessels with capacities ranging from 2,000 to 13,300 TEUs .",0
"Last week , however , Nokia announced that it will pursue a long-term relationship with Microsoft , and make the Windows Phone 7 operating system the foundation for Nokia mobile phones .",0
Poyry is a global expert in consulting and engineering .,0
`` Ruukki is now included on DJSI World for the second year running and the European DJSI STOXX for the third year running .,0
A 2001 agreement expired earlier this month .,0
The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .,1
"The long-standing partnership and commitment enable both parties to develop their respective operations , and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency .",1
"Biohit , Inc. , has expanded its mLINE Family of Pipettors with the addition of the NEW 1-10 ml volume range .",0
"shock phase ' , consumers have once again started to plan and implement building projects .",0
The cooperation with airBaltic is expected to lead to the transfer of Finncomm to the ownership of airBaltic in time .,0
"Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .",0
"The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources .",0
"In Finland , the Bank of +_land reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",-1
"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",1
"It combines a perfect price performance with sophisticated management facilities , the company said .",1
"The product advisory does not apply to any other Nokia-branded battery , the company said .",0
"HELSINKI ( AFX ) - Metso said it will upgrade one of UPM-Kymmene 's four paper machines at the latter 's mill in Jaemsaenkoski with a new coating color supply system , machine and process controls and quality measurements .",1
Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations .,0
"One of the installed elevators will be a double-deck elevator , which enables more efficient use of the building 's core space .",1
The four-year contract between the bank and Ski Sport Finland will bring the bank 's advertisements to skiers helmets and caps .,0
- The Group - s result before taxes was a loss of EUR 0.6 ( +0.6 ) million .,0
"The total number of shares in the company will be 585,236,987 Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment .",0
`` We have the most expensive water brand in Finland at the moment . '',0
The company then said it will focus its resources on clinical research .,0
"The total value of the order , placed by Aspo ' marine transportation subsidiary ESL Shipping Oy , is EUR 60 million ( USD 77.5 m ) .",0
Finnish logistics and information solutions provider Done Solutions Corporation ( OMX Helsinki : DSO1V ) reported on Wednesday ( 29 October ) an operating profit of EUR3 .6 m on net sales of EUR35 .1 m for the period January-September 2008 .,0
Pertti Ervi is independent from the Company and its major shareholders .,0
"ADP News - Nov 18 , 2008 - Finnish AC drives manufacturer Vacon Oyj OMX : VAC1V said today that it had set up new representative offices in Romania and Ukraine to serve the growing markets in eastern and southeastern Europe .",1
Yakima created the position for him after emerging from economic downturns of its own .,0
YIT Construction and the town of Riihim+Æki have signed a lease contract whereby the town will occupy the Travel Centre office facilities .,1
The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,1
Ruukki signed the contract with Norwegian company Veidekke Entreprenor AS .,1
"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .",0
"It projected revenue of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $ 2.19 billion .",1
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",-1
"Key reasons to read this report : - Report contains only relevant information , leaving out excessive data .",0
"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 .",1
The company does not at present hold any of its own shares .,0
"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .",1
"IT services firm TietoEnator was bucking the general trend , holding flat at 22.70 eur , after slipping back from earlier gains .",-1
"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .",1
"The chain has been trying to cut its own costs , pressuring vendors such as fitness equipment manufacturer Precor to slash prices .",0
The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,0
"However , the growth margin slowed down due to the financial crisis .",-1
Asian traffic declined by 3.4 per cent .,-1
"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",0
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",-1
"It is a member of the OneWorld alliance , which includes American Airlines and British Airways .",0
Finnish fibers and plastics producer Suominen Corporation OMX Helsinki : SUY1V reported on Wednesday 22 October an operating loss of EUR0 .8 m on net sales of EUR55 .2 m for the third quarter of 2008 .,0
